audio_waves,samplerate,bit_lengths,seconds_length
[0.00130805 0.00142095 0.00112698 ... 0.0023824  0.00119986 0.        ],22050,216092,9.800090702947847
"[ 0.00689969  0.00848489 -0.00089097 ... -0.00768501 -0.00851264
  0.        ]",22050,109370,4.960090702947846
"[-0.00088051 -0.01260197 -0.02703543 ... -0.02210547 -0.01735235
  0.        ]",22050,141122,6.400090702947846
"[-0.00415671 -0.00418768 -0.00291273 ... -0.02868763 -0.0235917
  0.        ]",22050,117308,5.320090702947846
"[ 0.00305226 -0.02466875 -0.03255627 ...  0.00474209  0.00378848
  0.        ]",22050,159644,7.240090702947846
"[ 0.00450829  0.00359743 -0.00081216 ... -0.02713322 -0.02803596
  0.        ]",22050,169346,7.680090702947846
"[-0.00227299 -0.00184065 -0.0016938  ...  0.17830807  0.15926403
  0.        ]",22050,102314,4.6400907029478455
"[ 0.00310731  0.00058447 -0.00378005 ... -0.00061972  0.00652709
  0.        ]",22050,187868,8.520090702947845
"[-0.00362962 -0.00505101 -0.0079533  ...  0.12779947  0.10977716
  0.        ]",22050,185222,8.400090702947846
"[ 0.02439166 -0.04712836 -0.0175439  ... -0.03729153 -0.01952535
  0.        ]",22050,192278,8.720090702947846
"[-0.00637872 -0.00173115 -0.00782769 ... -0.15252878 -0.13870716
  0.        ]",22050,112898,5.120090702947846
"[-0.03900068 -0.04321076 -0.03599594 ... -0.00198162  0.00093928
  0.        ]",22050,298118,13.520090702947845
"[-0.01696422  0.00326762  0.0254482  ...  0.00914407  0.0083443
  0.        ]",22050,199334,9.040090702947845
"[-0.00444717 -0.00383984 -0.00052545 ...  0.00856277  0.00695317
  0.        ]",22050,176402,8.000090702947846
"[-0.07977224 -0.08648128 -0.06511732 ...  0.03925107  0.02632199
  0.        ]",22050,128774,5.840090702947846
"[-0.11181807 -0.11623529 -0.08510103 ...  0.0147374   0.01344902
  0.        ]",22050,239906,10.880090702947847
"[ 0.01402655  0.02248923  0.02647415 ... -0.03885378 -0.04103238
  0.        ]",22050,301646,13.680090702947846
"[ 0.00051302  0.00283751  0.00291069 ... -0.00980949 -0.00899655
  0.        ]",22050,403958,18.320090702947844
"[ 0.00530314  0.00358859 -0.00085881 ... -0.07829154 -0.07274967
  0.        ]",22050,216092,9.800090702947847
"[-0.00971247 -0.00967867 -0.00698276 ...  0.11864487  0.10503659
  0.        ]",22050,124364,5.6400907029478455
"[-0.00186712 -0.00284381 -0.00169078 ...  0.04338722  0.04293662
  0.        ]",22050,104078,4.720090702947846
"[-0.0223505  -0.02597253 -0.0232155  ... -0.02089636 -0.02529017
  0.        ]",22050,189632,8.600090702947846
[0.00292947 0.001899   0.00056668 ... 0.01774114 0.01575387 0.        ],22050,412778,18.720090702947846
"[-0.00615361 -0.00845713 -0.00728221 ...  0.01240863  0.03207072
  0.        ]",22050,112016,5.080090702947846
"[ 0.00229571  0.00340977  0.00378591 ... -0.00223143 -0.00209478
  0.        ]",22050,1114850,50.560090702947846
[0.02148654 0.02296859 0.01775794 ... 0.02037266 0.0200993  0.        ],22050,182576,8.280090702947845
"[ 0.00765067  0.0132257   0.01501056 ... -0.01148159 -0.00978194
  0.        ]",22050,174638,7.920090702947846
"[-0.00741082 -0.01636512 -0.01418405 ...  0.00524145  0.00250216
  0.        ]",22050,203744,9.240090702947846
"[-0.00467973 -0.00632888 -0.00712296 ...  0.01555183  0.01393073
  0.        ]",22050,115544,5.240090702947846
"[-0.10069561 -0.13696836 -0.15153466 ...  0.019182    0.01817261
  0.        ]",22050,93494,4.240090702947846
"[ 0.04297546  0.05013094  0.04106054 ... -0.00544622 -0.00566786
  0.        ]",22050,162290,7.360090702947846
"[ 0.04902923  0.06169218  0.05896276 ... -0.00013418 -0.00568528
  0.        ]",22050,129656,5.880090702947846
[0.00118683 0.0005541  0.0016879  ... 0.00403075 0.00496218 0.        ],22050,156116,7.080090702947846
"[-0.01866731  0.01244435  0.03508116 ...  0.12910199  0.0913569
  0.        ]",22050,259310,11.760090702947846
[0.03342425 0.03112142 0.01706379 ... 0.00252792 0.00556641 0.        ],22050,95258,4.320090702947846
"[ 0.01420392  0.02446281  0.00590107 ... -0.04638332 -0.05504413
  0.        ]",22050,147296,6.680090702947846
"[ 0.01137262  0.01550056  0.01462781 ... -0.00275571 -0.00310071
  0.        ]",22050,213446,9.680090702947846
"[-0.00706096 -0.00728267 -0.00606487 ...  0.00105225  0.00149542
  0.        ]",22050,192278,8.720090702947846
[0.04706351 0.04451548 0.02849333 ... 0.01857627 0.01821654 0.        ],22050,223148,10.120090702947845
"[-0.02651898 -0.02327965 -0.01084424 ... -0.01451597 -0.01295428
  0.        ]",22050,240788,10.920090702947846
"[-0.0217782  -0.030135   -0.03527454 ... -0.02127179 -0.02126821
  0.        ]",22050,173756,7.880090702947846
[0.01483806 0.01836512 0.0170627  ... 0.09486296 0.1027013  0.        ],22050,92612,4.200090702947846
"[ 0.01419293  0.00842879  0.00079352 ... -0.01158468 -0.01229307
  0.        ]",22050,261956,11.880090702947847
"[5.8252306e-05 1.1494468e-05 1.2829142e-05 ... 1.4025381e-02 9.1334181e-03
 0.0000000e+00]",22050,97022,4.400090702947846
"[ 0.01244719  0.03449865  0.0313445  ... -0.00462474  0.00063054
  0.        ]",22050,113780,5.160090702947846
[0.00223761 0.00211841 0.00253894 ... 0.0048196  0.00325302 0.        ],22050,95258,4.320090702947846
"[-0.00276688 -0.00278646 -0.00193876 ...  0.00402655  0.00561263
  0.        ]",22050,97022,4.400090702947846
"[-9.2779538e-03 -6.4261113e-03  6.2961277e-05 ... -3.0638725e-03
 -2.1492040e-03  0.0000000e+00]",22050,171992,7.800090702947846
"[-0.00551897 -0.00578022 -0.00353899 ...  0.01805581  0.00232461
  0.        ]",22050,104960,4.760090702947846
"[-0.00205934 -0.00272775 -0.00203927 ... -0.0017671   0.00264077
  0.        ]",22050,87320,3.960090702947846
"[ 0.01664626  0.01568875  0.00372527 ... -0.02693806 -0.03755517
  0.        ]",22050,126128,5.720090702947846
"[-0.00450638 -0.00535478 -0.00327093 ... -0.08327676 -0.08086433
  0.        ]",22050,146414,6.6400907029478455
[0.055084   0.06943732 0.06327984 ... 0.00741418 0.00631102 0.        ],22050,254900,11.560090702947846
"[-0.00020477 -0.00023038 -0.00021347 ... -0.03697243 -0.02747477
  0.        ]",22050,119072,5.400090702947846
"[-0.01877257 -0.01462772 -0.00303902 ... -0.00093383 -0.00044706
  0.        ]",22050,163172,7.400090702947846
"[-0.00281878 -0.00390549 -0.0096954  ...  0.01014969  0.00518971
  0.        ]",22050,133184,6.040090702947846
"[-0.1271823  -0.13386407 -0.10056183 ... -0.12040593 -0.09971068
  0.        ]",22050,97022,4.400090702947846
"[-0.16518497 -0.15765545 -0.09386972 ... -0.0054156   0.0148393
  0.        ]",22050,97022,4.400090702947846
"[-5.4036849e-03 -6.7327726e-03 -5.2289888e-03 ... -4.3832730e-05
 -2.6549220e-05  0.0000000e+00]",22050,98786,4.480090702947845
"[ 0.0003964   0.00062984  0.00056654 ... -0.00315856 -0.00205897
  0.        ]",22050,89084,4.040090702947846
[0.02848672 0.03458308 0.0299005  ... 0.04826212 0.05159617 0.        ],22050,261956,11.880090702947847
"[ 0.00042427  0.00072785  0.00062987 ... -0.00111333 -0.00077702
  0.        ]",22050,88202,4.000090702947846
"[ 0.03728732  0.07489969  0.08958676 ... -0.16868275 -0.16248992
  0.        ]",22050,112898,5.120090702947846
[0.00015155 0.00050691 0.0008971  ... 0.00125391 0.00087748 0.        ],22050,89084,4.040090702947846
"[-0.00183037 -0.00172493 -0.0013182  ...  0.00157832  0.00164992
  0.        ]",22050,134066,6.080090702947846
"[ 0.00055899  0.00087318 -0.00083803 ... -0.04464815 -0.01871803
  0.        ]",22050,125246,5.680090702947846
"[ 0.00194244  0.00243224  0.00160243 ... -0.00787999 -0.0033882
  0.        ]",22050,177284,8.040090702947845
"[-0.05114591 -0.04228812 -0.00988789 ...  0.00150329  0.00131042
  0.        ]",22050,123482,5.6000907029478455
"[ 2.0955171e-04  2.5219470e-04  2.7870579e-04 ... -7.5879048e-05
  1.5562819e-03  0.0000000e+00]",22050,192278,8.720090702947846
[0.0379164  0.04446516 0.03645882 ... 0.00403193 0.00322873 0.        ],22050,94376,4.280090702947846
"[-0.00118071 -0.00122706 -0.00012391 ...  0.0075961   0.00664518
  0.        ]",22050,112016,5.080090702947846
[0.00196097 0.00424232 0.00526018 ... 0.07616023 0.05811884 0.        ],22050,127892,5.800090702947846
"[ 0.00118502  0.00132243  0.00299223 ... -0.00147783 -0.00119192
  0.        ]",22050,133184,6.040090702947846
[0.0018847  0.00276886 0.00236118 ... 0.00062186 0.0004599  0.        ],22050,138476,6.280090702947846
"[-0.00049304 -0.00071182 -0.00052289 ...  0.00584999  0.00241338
  0.        ]",22050,177284,8.040090702947845
"[ 0.01768314  0.03594331  0.05114682 ... -0.00815055 -0.0131664
  0.        ]",22050,95258,4.320090702947846
[0.01024116 0.01264497 0.01149601 ... 0.00178421 0.00216832 0.        ],22050,129656,5.880090702947846
"[-0.00903854 -0.01158371 -0.01249151 ... -0.00232705  0.00040301
  0.        ]",22050,241670,10.960090702947845
"[-0.01216382 -0.01374443 -0.0120004  ... -0.01567312 -0.01513968
  0.        ]",22050,173756,7.880090702947846
"[-0.00346358 -0.00322176 -0.00192297 ... -0.03312431 -0.02399693
  0.        ]",22050,370442,16.800090702947845
"[-0.00455494 -0.0051651  -0.00412608 ...  0.01522143  0.01302884
  0.        ]",22050,99668,4.520090702947845
"[ 0.01659239  0.01285661  0.0014383  ... -0.00079922 -0.00085907
  0.        ]",22050,509798,23.120090702947845
"[-0.00090684  0.00202536  0.00370475 ...  0.00222541  0.00416367
  0.        ]",22050,215210,9.760090702947846
"[-0.01549291 -0.02306742 -0.02054019 ...  0.01088081  0.0020151
  0.        ]",22050,123482,5.6000907029478455
[0.0899061  0.09623197 0.04866654 ... 0.0648361  0.05452411 0.        ],22050,119072,5.400090702947846
[0.00250978 0.00595308 0.00990793 ... 0.00817912 0.00957404 0.        ],22050,132302,6.000090702947846
"[ 0.00107554  0.01197904  0.01842185 ... -0.02311914  0.00120826
  0.        ]",22050,184340,8.360090702947845
[0.00899759 0.0092247  0.00734626 ... 0.04005323 0.03476878 0.        ],22050,163172,7.400090702947846
"[ 0.00776247  0.01360385  0.02144399 ... -0.00881286 -0.00672641
  0.        ]",22050,107606,4.880090702947846
"[-0.00797739 -0.01011804 -0.01055091 ... -0.0044556  -0.00440348
  0.        ]",22050,112898,5.120090702947846
"[ 7.6864988e-02  8.7478437e-02  7.1731888e-02 ... -3.8670365e-05
  3.9981943e-04  0.0000000e+00]",22050,106724,4.840090702947846
[0.00205785 0.00214929 0.00120798 ... 0.02739796 0.02134481 0.        ],22050,143768,6.520090702947845
"[-0.00958836 -0.01661222  0.00635904 ... -0.00324871 -0.00137868
  0.        ]",22050,129656,5.880090702947846
"[-0.01367667 -0.01645022 -0.01602225 ...  0.00779045  0.00620379
  0.        ]",22050,119072,5.400090702947846
[0.11291138 0.15022646 0.16177608 ... 0.27640906 0.24480395 0.        ],22050,306056,13.880090702947847
"[ 0.03309826  0.04683716  0.07076314 ... -0.00640162 -0.00585608
  0.        ]",22050,283124,12.840090702947846
"[-0.0083261  -0.04297002 -0.0264443  ...  0.0097022   0.00864148
  0.        ]",22050,194924,8.840090702947846
"[-0.00824306 -0.00648539  0.00083628 ...  0.00538064 -0.00393138
  0.        ]",22050,353684,16.040090702947847
"[-0.02349587 -0.02847368 -0.02730362 ...  0.13419583  0.12087244
  0.        ]",22050,181694,8.240090702947846
"[-0.00019506 -0.0181888  -0.0421221  ... -0.01951482 -0.01649679
  0.        ]",22050,103196,4.680090702947846
[0.01478647 0.01768932 0.01522537 ... 0.01632431 0.01951677 0.        ],22050,128774,5.840090702947846
"[ 0.00088931  0.00036141 -0.00056489 ... -0.08142649 -0.08087894
  0.        ]",22050,309584,14.040090702947845
"[ 0.00484742  0.00449694  0.0016636  ... -0.09849519 -0.10918353
  0.        ]",22050,91730,4.160090702947846
"[ 0.009015    0.01066189  0.00883525 ... -0.02403841 -0.02203804
  0.        ]",22050,153470,6.960090702947846
"[-0.00429651 -0.00476879 -0.00454979 ... -0.00293649 -0.00259664
  0.        ]",22050,161408,7.320090702947846
"[-0.00637125 -0.00723748 -0.00605517 ...  0.00745901  0.00635659
  0.        ]",22050,110252,5.000090702947846
"[ 0.00930744  0.00934106  0.00464447 ... -0.13059512 -0.11375309
  0.        ]",22050,104078,4.720090702947846
"[ 0.03893612  0.04240527  0.03470672 ... -0.00335053 -0.00214146
  0.        ]",22050,155234,7.040090702947846
"[ 0.06704687  0.06597053  0.01968731 ... -0.08504628 -0.07033765
  0.        ]",22050,428654,19.440090702947845
"[ 0.00037016 -0.00027098 -0.00048399 ... -0.02317459 -0.02688397
  0.        ]",22050,266366,12.080090702947846
"[-0.00149727 -0.001521   -0.00117119 ...  0.00390881  0.01417077
  0.        ]",22050,271658,12.320090702947846
[0.00096575 0.00144978 0.00024836 ... 0.00566659 0.00572685 0.        ],22050,217856,9.880090702947847
"[ 0.22001918  0.22800693  0.13757738 ... -0.00596166 -0.00644223
  0.        ]",22050,113780,5.160090702947846
"[ 0.01119997 -0.00540545 -0.02598652 ... -0.15431581 -0.15271552
  0.        ]",22050,92612,4.200090702947846
[0.27856886 0.30846483 0.2553443  ... 0.28181055 0.28171757 0.        ],22050,130538,5.920090702947846
"[-0.01930407 -0.02305258 -0.02033349 ...  0.03111373  0.0271256
  0.        ]",22050,127892,5.800090702947846
[0.03451766 0.03764733 0.02991893 ... 0.00033502 0.00107033 0.        ],22050,305174,13.840090702947846
[0.05094445 0.05290395 0.03288684 ... 0.00923399 0.00629995 0.        ],22050,350156,15.880090702947847
"[-0.02002859 -0.02238283 -0.02051113 ...  0.0171305   0.01778842
  0.        ]",22050,231086,10.480090702947846
"[ 0.00325643  0.00082502 -0.00429035 ... -0.00482915 -0.01097889
  0.        ]",22050,121718,5.520090702947845
"[ 0.01003204  0.00567603 -0.012352   ... -0.03987904 -0.03126251
  0.        ]",22050,127010,5.760090702947846
"[ 0.00018504  0.00048148  0.00052754 ... -0.00078151 -0.00059251
  0.        ]",22050,113780,5.160090702947846
"[-0.01364662 -0.0461604   0.00829899 ... -0.08615881 -0.08109864
  0.        ]",22050,301646,13.680090702947846
"[-0.00197579 -0.00263282 -0.00280845 ... -0.03040706 -0.00274833
  0.        ]",22050,149942,6.800090702947846
"[ 0.04839391  0.05794029  0.0568289  ... -0.00135289  0.00196472
  0.        ]",22050,112898,5.120090702947846
[0.01140848 0.01017904 0.00496756 ... 0.0034837  0.01222981 0.        ],22050,128774,5.840090702947846
[0.00163858 0.00526704 0.00654321 ... 0.0198187  0.00222652 0.        ],22050,106724,4.840090702947846
[0.010209   0.01184286 0.01030928 ... 0.01806302 0.00946142 0.        ],22050,90848,4.120090702947846
"[-0.01788424 -0.0127116   0.02112298 ... -0.01165237 -0.00837177
  0.        ]",22050,87320,3.960090702947846
"[-0.00463279 -0.00373533 -0.00061695 ...  0.00194439 -0.0010401
  0.        ]",22050,250490,11.360090702947845
"[ 0.06313103  0.07469415  0.06362723 ... -0.20773748 -0.1852321
  0.        ]",22050,119072,5.400090702947846
"[-0.002811   -0.00317329 -0.00311505 ... -0.0271924  -0.02498473
  0.        ]",22050,114662,5.200090702947846
[0.00059141 0.00045745 0.00018318 ... 0.0895668  0.05579409 0.        ],22050,96140,4.360090702947846
[0.03586009 0.03375385 0.01788257 ... 0.09236968 0.07990234 0.        ],22050,99668,4.520090702947845
[0.00145351 0.00291031 0.00171514 ... 0.00031343 0.00915635 0.        ],22050,160526,7.280090702947846
[0.18750332 0.30678815 0.3995084  ... 0.163091   0.14591113 0.        ],22050,136712,6.200090702947846
"[ 0.00170259  0.00300004  0.00403911 ... -0.02623706 -0.01899037
  0.        ]",22050,163172,7.400090702947846
"[ 0.05284792  0.06659302  0.05777682 ...  0.00288362 -0.0001972
  0.        ]",22050,179048,8.120090702947845
"[-0.09166089 -0.09899098 -0.07064077 ...  0.01934532  0.01665839
  0.        ]",22050,157880,7.160090702947846
[0.00159411 0.00095633 0.00162896 ... 0.01703933 0.01483171 0.        ],22050,146414,6.6400907029478455
"[-0.00462876 -0.00522643 -0.0037164  ... -0.00028101  0.00021997
  0.        ]",22050,106724,4.840090702947846
"[-0.02780805 -0.03353049 -0.03325824 ...  0.03868491  0.02542931
  0.        ]",22050,155234,7.040090702947846
"[ 0.01598556  0.01898088  0.01756822 ... -0.0259183  -0.03172403
  0.        ]",22050,102314,4.6400907029478455
"[-0.00799396 -0.00728873  0.01002278 ... -0.12738237 -0.11978345
  0.        ]",22050,122600,5.5600907029478455
"[-0.03169023 -0.02487834 -0.00069343 ... -0.02594215 -0.02274493
  0.        ]",22050,91730,4.160090702947846
"[ 0.0243865   0.03081597  0.02873217 ... -0.04959892 -0.04699524
  0.        ]",22050,128774,5.840090702947846
"[-0.02415746 -0.01898779 -0.01460521 ...  0.07917164  0.03312428
  0.        ]",22050,266366,12.080090702947846
[0.01785022 0.0130004  0.01043438 ... 0.00682907 0.00577622 0.        ],22050,199334,9.040090702947845
"[-0.00074012 -0.00097892 -0.00115347 ...  0.0102147   0.00453403
  0.        ]",22050,142886,6.480090702947845
"[ 5.2897888e-04  3.2799086e-05 -7.9004175e-04 ...  3.2253698e-02
  2.6998421e-02  0.0000000e+00]",22050,149060,6.760090702947846
[0.00443627 0.00463737 0.00346269 ... 0.01740371 0.01175301 0.        ],22050,89966,4.080090702947846
"[ 0.01570429  0.02500232  0.03423941 ... -0.00983861 -0.01240911
  0.        ]",22050,110252,5.000090702947846
"[-0.03312059 -0.03727274 -0.0312944  ... -0.01247658 -0.0122776
  0.        ]",22050,104960,4.760090702947846
"[ 0.00377784 -0.02577481 -0.00578668 ...  0.00088763  0.00099863
  0.        ]",22050,89084,4.040090702947846
"[-0.21131046 -0.24491036 -0.20754424 ... -0.00942596 -0.00859061
  0.        ]",22050,128774,5.840090702947846
[0.00954548 0.1080566  0.05897586 ... 0.00859748 0.00749169 0.        ],22050,135830,6.160090702947846
"[ 0.07294563  0.06413133  0.02797057 ... -0.03787988 -0.07238396
  0.        ]",22050,132302,6.000090702947846
"[-0.03322597 -0.03830997 -0.03324828 ... -0.0017224  -0.0013332
  0.        ]",22050,138476,6.280090702947846
"[-0.00017442  0.00053019  0.00091976 ... -0.01147727 -0.00775865
  0.        ]",22050,104960,4.760090702947846
[0.0026357  0.00293163 0.00281457 ... 0.01225403 0.01076049 0.        ],22050,225794,10.240090702947846
"[-0.35213283 -0.36586526 -0.26663128 ...  0.00165609  0.00220531
  0.        ]",22050,276068,12.520090702947845
"[-0.02682481 -0.02577869 -0.01512992 ... -0.02218963 -0.01928532
  0.        ]",22050,128774,5.840090702947846
"[ 0.07417866  0.0811213   0.06075409 ... -0.01539489 -0.0100581
  0.        ]",22050,112016,5.080090702947846
[0.00012256 0.0006233  0.0011737  ... 0.10499197 0.04934902 0.        ],22050,87320,3.960090702947846
"[ 5.2535004e-04  4.9992133e-04 -3.1382446e-05 ... -2.0360851e-03
 -9.9870039e-04  0.0000000e+00]",22050,205508,9.320090702947846
"[ 0.05810329  0.06374487  0.05035299 ... -0.00086868 -0.00093714
  0.        ]",22050,100550,4.5600907029478455
"[ 0.00783895 -0.00028148 -0.00361558 ...  0.01888332  0.01840091
  0.        ]",22050,122600,5.5600907029478455
"[-0.0098258  -0.00799977 -0.00141561 ...  0.00856174  0.00581398
  0.        ]",22050,97022,4.400090702947846
"[ 0.0061601   0.00655029  0.00296607 ... -0.03209286 -0.05069974
  0.        ]",22050,97022,4.400090702947846
"[ 0.00213256  0.01084882  0.00567037 ... -0.01283351 -0.01401089
  0.        ]",22050,100550,4.5600907029478455
"[-0.00524838 -0.0052874  -0.00380771 ...  0.07432733  0.06295329
  0.        ]",22050,99668,4.520090702947845
"[-0.02629437 -0.03081623 -0.02733596 ... -0.0030676  -0.00135521
  0.        ]",22050,209918,9.520090702947845
"[ 0.03067341  0.03478755  0.02953006 ... -0.00385056 -0.00568272
  0.        ]",22050,115544,5.240090702947846
[0.03844694 0.04539366 0.03715875 ... 0.00263742 0.00209548 0.        ],22050,478046,21.680090702947847
"[ 0.01365861  0.01434607  0.01025389 ... -0.0146337  -0.01224749
  0.        ]",22050,470990,21.360090702947847
"[ 0.00142588 -0.00174019 -0.00438208 ... -0.08118524 -0.06636935
  0.        ]",22050,280478,12.720090702947846
"[ 0.01078351  0.00680718  0.02536597 ... -0.02258465 -0.02715398
  0.        ]",22050,406604,18.440090702947845
"[ 0.00137935 -0.00035031 -0.00172404 ...  0.00425242  0.00425703
  0.        ]",22050,207272,9.400090702947846
[0.00487817 0.00693683 0.00817811 ... 0.00131967 0.00116519 0.        ],22050,112016,5.080090702947846
"[ 0.01075563  0.01235779  0.00997178 ... -0.01659501 -0.01483805
  0.        ]",22050,392492,17.800090702947845
"[-0.00147162 -0.00279948 -0.00304664 ... -0.05824719 -0.04988791
  0.        ]",22050,181694,8.240090702947846
"[-0.07475039 -0.05034443  0.00223277 ... -0.023515   -0.02161119
  0.        ]",22050,142004,6.440090702947846
"[-0.04478427 -0.04434824 -0.03141149 ...  0.00041053 -0.0001217
  0.        ]",22050,127010,5.760090702947846
"[-0.15490507 -0.13943869 -0.045575   ... -0.03867927 -0.03169296
  0.        ]",22050,92612,4.200090702947846
"[ 0.01406944 -0.00045333  0.01875284 ...  0.16160266  0.12221706
  0.        ]",22050,160526,7.280090702947846
"[-0.00972972 -0.01325746 -0.01169507 ... -0.00256652 -0.00272927
  0.        ]",22050,160526,7.280090702947846
"[-0.01643733 -0.01642178 -0.01326535 ... -0.03981806 -0.03724897
  0.        ]",22050,96140,4.360090702947846
"[-0.00800413 -0.01007166 -0.00982924 ...  0.00916974  0.00877118
  0.        ]",22050,140240,6.360090702947846
"[-0.02706824 -0.01961531 -0.00082066 ...  0.00453906  0.00385852
  0.        ]",22050,106724,4.840090702947846
"[-0.02482157 -0.02608848 -0.02370231 ... -0.06021887 -0.0548161
  0.        ]",22050,416306,18.880090702947847
"[-0.03334802 -0.03618656 -0.02831545 ...  0.01746476  0.01716409
  0.        ]",22050,319286,14.480090702947846
"[-0.02344492 -0.01710156  0.00100626 ... -0.00232703 -0.00226804
  0.        ]",22050,241670,10.960090702947845
"[-0.00506013 -0.00607697 -0.00419905 ... -0.02366466 -0.0234624
  0.        ]",22050,105842,4.800090702947846
"[-1.8987950e-03 -1.2989396e-03  7.8300567e-05 ... -1.4372096e-02
 -1.3445049e-02  0.0000000e+00]",22050,161408,7.320090702947846
"[ 0.01306334  0.0058267  -0.00445477 ...  0.00357883 -0.00181566
  0.        ]",22050,206390,9.360090702947845
"[-0.00926312  0.0190483   0.05374175 ...  0.00834297  0.02604068
  0.        ]",22050,104960,4.760090702947846
"[-0.00059906 -0.00197935 -0.0031131  ... -0.0094184  -0.00972505
  0.        ]",22050,102314,4.6400907029478455
"[-0.08249087 -0.10685802 -0.10525954 ... -0.00753679 -0.00080151
  0.        ]",22050,150824,6.840090702947846
"[-0.00427619 -0.00266249  0.00108161 ...  0.01189383  0.00856807
  0.        ]",22050,102314,4.6400907029478455
"[-0.01640799 -0.01950841 -0.01459287 ... -0.02397146 -0.04098432
  0.        ]",22050,239906,10.880090702947847
"[-0.00587805 -0.00519351 -0.00382184 ...  0.0086689   0.00481252
  0.        ]",22050,106724,4.840090702947846
"[-0.00946916 -0.00993698 -0.0058393  ... -0.00101133 -0.00102406
  0.        ]",22050,172874,7.840090702947846
"[ 0.04670828 -0.08206685 -0.23130363 ...  0.00727646  0.01452362
  0.        ]",22050,142004,6.440090702947846
"[ 3.1449855e-04  2.1957292e-03  3.8959628e-03 ...  5.4518582e-04
 -3.2657787e-05  0.0000000e+00]",22050,359858,16.320090702947844
"[-0.00506935  0.0002035   0.00948329 ...  0.05274794  0.05428072
  0.        ]",22050,136712,6.200090702947846
"[-0.00660189 -0.00557684  0.00060158 ...  0.0127381   0.00789757
  0.        ]",22050,106724,4.840090702947846
"[2.7945643e-02 2.8473804e-02 1.9274773e-02 ... 2.0677179e-04 7.1083952e-05
 0.0000000e+00]",22050,88202,4.000090702947846
"[ 0.00766221  0.00866407  0.00740814 ... -0.00644636 -0.00494684
  0.        ]",22050,108488,4.920090702947846
[0.21203907 0.26745534 0.25499868 ... 0.5251283  0.4041098  0.        ],22050,93494,4.240090702947846
"[-0.04151537 -0.02664936  0.00933939 ... -0.09400737 -0.08906566
  0.        ]",22050,89966,4.080090702947846
[0.00537153 0.00614344 0.00532524 ... 0.00305039 0.00306336 0.        ],22050,278714,12.640090702947846
"[ 0.00067518  0.00167588  0.00197232 ... -0.00358087 -0.00364716
  0.        ]",22050,394256,17.880090702947847
[0.08227428 0.09444391 0.07177244 ... 0.00218412 0.00252598 0.        ],22050,295472,13.400090702947846
"[ 0.01185795  0.02315768  0.03456077 ... -0.03134618 -0.0237704
  0.        ]",22050,94376,4.280090702947846
[0.00042679 0.00064195 0.00060845 ... 0.00027266 0.0002394  0.        ],22050,190514,8.640090702947846
"[-0.05672195 -0.12131997 -0.21131657 ... -0.01302786 -0.01392077
  0.        ]",22050,171110,7.760090702947846
"[-0.01133299  0.01203159  0.02523742 ... -0.06911651 -0.06659343
  0.        ]",22050,180812,8.200090702947845
"[-0.00102403 -0.00093931 -0.00058442 ... -0.00256183 -0.00271679
  0.        ]",22050,140240,6.360090702947846
"[ 0.04049936  0.01505224 -0.02257308 ... -0.01304301 -0.01139986
  0.        ]",22050,89084,4.040090702947846
"[-1.18842356e-04  3.76862881e-05 -1.78980918e-04 ... -1.23330198e-01
 -1.18932530e-01  0.00000000e+00]",22050,130538,5.920090702947846
[0.0006423  0.00127203 0.00094946 ... 0.00572124 0.00176396 0.        ],22050,222266,10.080090702947846
"[-0.00367364 -0.00409148 -0.00318574 ...  0.00585853  0.00191266
  0.        ]",22050,111134,5.040090702947846
"[-0.00065583 -0.00104414 -0.00116032 ...  0.02116748  0.0191524
  0.        ]",22050,170228,7.720090702947846
[0.00752203 0.01252752 0.01223637 ... 0.00021165 0.00094972 0.        ],22050,164936,7.480090702947845
"[ 0.00196567  0.00207676  0.00090235 ... -0.00027459 -0.00021575
  0.        ]",22050,358094,16.240090702947846
"[-0.00389153 -0.00324158 -0.00110091 ...  0.02810955  0.04087096
  0.        ]",22050,117308,5.320090702947846
"[ 0.0052908  -0.0027961  -0.00895816 ... -0.06027566 -0.05563164
  0.        ]",22050,159644,7.240090702947846
"[ 0.00115541 -0.00224691 -0.00749509 ...  0.02528113  0.0238874
  0.        ]",22050,152588,6.920090702947846
[0.00417512 0.01064602 0.00174502 ... 0.00752845 0.00554521 0.        ],22050,321050,14.560090702947846
"[-1.1112788e-02 -1.4314739e-02 -1.5458937e-02 ... -2.6575825e-04
  7.8029982e-05  0.0000000e+00]",22050,130538,5.920090702947846
"[ 0.16098067  0.19404806  0.17137025 ... -0.00282888 -0.00352465
  0.        ]",22050,92612,4.200090702947846
"[ 0.01476492  0.01561284  0.01220078 ... -0.01383764 -0.01230117
  0.        ]",22050,136712,6.200090702947846
"[-0.00370154 -0.00229498 -0.00048276 ... -0.00610304 -0.00623541
  0.        ]",22050,107606,4.880090702947846
"[ 0.          0.          0.         ... -0.02273419 -0.01902373
  0.        ]",22050,122600,5.5600907029478455
"[ 0.00672283 -0.00905192 -0.02921456 ...  0.01099455  0.01149965
  0.        ]",22050,376616,17.080090702947846
[0.00474276 0.00571698 0.00488923 ... 0.00095998 0.00087833 0.        ],22050,573302,26.000090702947844
"[-0.00870776 -0.00859022 -0.00563566 ... -0.00292369 -0.00197319
  0.        ]",22050,229322,10.400090702947846
